timestamp,ear,blink_count,label
0.0,0.1569930866855507,0,0
0.07,0.1458392768770642,0,0
0.16,0.1691080148431648,0,0
0.24,0.25603135985159664,1,0
0.3,0.2928919339886215,1,0
0.38,0.29982473078173755,1,0
0.45,0.3175668439362407,1,0
0.51,0.2920539725311441,1,0
0.57,0.29809510608659207,1,0
0.65,0.2944728529436642,1,0
0.72,0.29922229809708656,1,0
0.79,0.28729913786647204,1,0
0.87,0.2872661411257311,1,0
0.93,0.2900320889203869,1,0
1.0,0.269714501879189,1,0
1.08,0.24057149912158654,1,0
1.14,0.20444212777507986,1,0
1.2,0.1479923285217699,1,0
1.27,0.16891458993317832,1,0
1.34,0.15882124262558886,1,0
1.41,0.16146134040933918,1,0
1.47,0.14055695117185213,1,0
1.55,0.1646340210229454,1,0
1.61,0.14602080991879607,1,0
1.67,0.17845433767657026,1,0
1.74,0.22450139900046823,1,0
1.81,0.27199603807084355,2,0
1.86,0.2685381046722365,2,0
1.93,0.2854820172751634,2,0
1.98,0.31489460562453364,2,0
2.04,0.3119912259261917,2,0
2.1,0.30478163306946243,2,0
2.16,0.30602967036353323,2,0
2.22,0.3202699653473174,2,0
2.29,0.3167572905458143,2,0
2.35,0.3142865334187497,2,0
2.41,0.2948424056145603,2,0
2.47,0.3045968512810233,2,0
2.54,0.2985041702739332,2,0
2.61,0.3049562187115715,2,0
2.69,0.2973630182429059,2,0
2.76,0.22205369593629543,2,0
2.82,0.18604121572052068,2,0
2.88,0.16594516616978544,2,0
2.93,0.14940930741119646,2,0
2.99,0.15282921832469554,2,0
3.05,0.1687995450674737,2,0
3.11,0.16873618027235163,2,0
3.17,0.17140150956929728,2,0
3.23,0.16886327625804903,2,0
3.29,0.19072470412717668,2,0
3.36,0.19489385025449646,2,0
3.43,0.1640067113123943,2,0
3.5,0.25459094836180696,3,0
3.57,0.3023490467765081,3,0
3.66,0.3163032621541868,3,0
3.74,0.32037844678157934,3,0
3.8,0.32440826743478335,3,0
3.86,0.32305500859366687,3,0
3.92,0.32976745136183894,3,0
4.0,0.3216443006008482,3,0
4.06,0.3269980633750148,3,0
4.12,0.3311181810179329,3,0
4.19,0.3270637199523888,3,0
4.25,0.32836714838554093,3,0
4.31,0.3281614294198512,3,0
4.37,0.3226248368879624,3,0
4.44,0.26200912378918717,3,0
4.5,0.1947969323430364,3,0
4.56,0.1948194444042735,3,0
4.75,0.22003837937604914,3,0
4.86,0.23075613182505972,3,0
4.94,0.2093870061956507,3,0
5.01,0.2012988010667265,3,0
5.09,0.1703320490991355,3,0
5.16,0.17678683409941787,3,0
5.24,0.16095362222770487,3,0
5.3,0.16263871805486857,3,0
5.36,0.17960486425003258,3,0
5.42,0.2561289805771758,4,0
5.48,0.2969888729097636,4,0
5.54,0.29563231657449407,4,0
5.6,0.2989201570213136,4,0
5.66,0.2997327097174245,4,0
5.72,0.3042309306772326,4,0
5.79,0.3007689414586073,4,0
5.85,0.31158148602404134,4,0
5.91,0.2858510243169855,4,0
5.97,0.3046559296904836,4,0
6.04,0.3088873692542421,4,0
6.1,0.3110219381401451,4,0
6.16,0.3154354156370073,4,0
6.23,0.31146007076084514,4,0
6.31,0.31488434898584494,4,0
6.38,0.2845140107358386,4,0
6.44,0.23974574037578655,4,0
6.5,0.18430110325142324,4,0
6.56,0.13180852756586509,4,0
6.62,0.14771678562488413,4,0
6.68,0.12226242586328372,4,0
6.74,0.10548941506870574,4,0
6.8,0.10533602647855134,4,0
6.86,0.10449143828145557,4,0
6.92,0.21300278497067848,4,0
6.99,0.27840913823404995,4,0
7.06,0.3074564948732225,5,0
7.12,0.2979853213037825,5,0
7.19,0.30088604994676105,5,0
7.25,0.3040726230008791,5,0
7.31,0.30651334191106216,5,0
7.37,0.31553431424661876,5,0
7.44,0.31300689458111763,5,0
7.5,0.3151087209385567,5,0
7.56,0.31204947278234085,5,0
7.62,0.3192362876549262,5,0
7.68,0.3186419444965082,5,0
7.75,0.31070586303687076,5,0
7.8,0.18282033396196407,5,0
7.87,0.16137966812028645,5,0
7.93,0.1437652856022507,5,0
7.99,0.13671295690084262,5,0
8.06,0.14640798385034545,5,0
8.11,0.14006039665734427,5,0
8.17,0.1309326049102262,5,0
8.24,0.22757746796203046,5,0
8.29,0.2757435961376947,5,0
8.37,0.28834146181571707,6,0
8.45,0.30354165445909354,6,0
8.51,0.3030823990952666,6,0
8.58,0.3066675778754958,6,0
8.64,0.31299444342107074,6,0
8.7,0.30709719255609536,6,0
8.76,0.30659676482263437,6,0
8.82,0.3081787196921899,6,0
8.87,0.308890446596104,6,0
8.94,0.3158793540212914,6,0
9.01,0.30977337887098716,6,0
9.07,0.29126467809242784,6,0
9.16,0.2545773636399308,6,0
9.22,0.17867636919479354,6,0
9.28,0.26478232996911233,6,0
9.36,0.26627710086481776,6,0
9.43,0.2946630696711721,6,0
9.48,0.29076475461042683,6,0
9.56,0.305100739330734,6,0
9.64,0.3088235799095528,6,0
9.7,0.31092059801021743,6,0
9.76,0.3201246592218862,6,0
