timestamp,ear,blink_count,label
0.0,0.2768884278092699,0,0
0.07,0.2878576050704738,0,0
0.14,0.29297016575495893,0,0
0.2,0.2797348909562457,0,0
0.27,0.28610808737854665,0,0
0.33,0.2992510450956941,0,0
0.4,0.2924357524281258,0,0
0.46,0.28426717497329274,0,0
0.52,0.287504587486261,0,0
0.58,0.2849340243683854,0,0
0.64,0.2832900541680531,0,0
0.7,0.28265753342900174,0,0
0.77,0.2789953571924941,0,0
0.85,0.26575985945283903,0,0
0.91,0.27744986872032656,0,0
0.97,0.2894431578216168,0,0
1.04,0.2920340665035889,0,0
1.12,0.29459873802341646,0,0
1.2,0.296951738605545,0,0
1.26,0.2990400258480589,0,0
1.32,0.3026210225165618,0,0
1.38,0.2985360393730521,0,0
1.44,0.31129783632152336,0,0
1.5,0.31250294382543875,0,0
1.57,0.3087792388407685,0,0
1.63,0.30197078247750964,0,0
1.69,0.3032001379449917,0,0
1.75,0.2890586290015639,0,0
1.82,0.29043022348115455,0,0
1.9,0.29112198115745325,0,0
1.98,0.29813426513201097,0,0
2.04,0.29640178410266593,0,0
2.1,0.28791520771455104,0,0
2.16,0.28937995646689274,0,0
2.22,0.2870437881821871,0,0
2.27,0.2910948286906039,0,0
2.33,0.29485341005341487,0,0
2.39,0.29539857032212047,0,0
2.46,0.2964652793547332,0,0
2.53,0.2842779336320684,0,0
2.6,0.26571801099587056,0,0
2.66,0.2452283640829221,0,0
2.72,0.13414896378930144,0,0
2.78,0.12482211333932156,0,0
2.85,0.12523139120064916,0,0
2.91,0.11871225345447073,0,0
2.96,0.10621659910385273,0,0
3.02,0.10243785638501539,0,0
3.08,0.10721804510338298,0,0
3.14,0.10826729497302084,0,0
3.2,0.13176878038703516,0,0
3.27,0.11584253835028363,0,0
3.33,0.13919334636847547,0,0
3.4,0.2486786574762021,0,0
3.47,0.25296167681171156,1,0
3.54,0.25330758256122476,1,0
3.6,0.262310223991902,1,0
3.66,0.2657341648636856,1,0
3.73,0.2703628339184926,1,0
3.8,0.26648560159951507,1,0
3.86,0.26797852055782984,1,0
3.91,0.26735610062073256,1,0
3.97,0.2636550060058318,1,0
4.03,0.26190529892349784,1,0
4.1,0.26024449461536037,1,0
4.16,0.25733659392180086,1,0
4.23,0.24921430833264607,1,0
4.29,0.2564674116230447,1,0
4.36,0.26642086373367646,1,0
4.41,0.18426434448205448,1,0
4.47,0.16063379587697732,1,0
4.54,0.14849033728149535,1,0
4.6,0.14042832627386453,1,0
4.66,0.13421036028495673,1,0
4.73,0.13261361100156271,1,0
4.78,0.14597936997095234,1,0
4.85,0.12172419519091957,1,0
4.91,0.13572266671318126,1,0
4.98,0.12896445432328602,1,0
5.04,0.1531326683837692,1,0
5.11,0.1477791477988259,1,0
5.17,0.1549793246865923,1,0
5.23,0.15937675701703158,1,0
5.3,0.24378533166859778,2,0
5.36,0.24830805446280815,2,0
5.42,0.2522846945178078,2,0
5.48,0.2572579306654862,2,0
